ability	capacités	Found close match: ['capacité']	['adresse', 'habileté', 'capacité', 'faculté', 'intelligence', 'aptitude', 'habilité', 'pouvoir']
relationship	relation	Match	['neveu', 'compagnie', 'connaissance', 'communication_interpersonnelle', 'parente', 'interpersonnelle', 'interconnaissance', 'parenté', 'lien_de_parenté', 'degré_de_parenté', 'parentèle', 'rapport', 'relation_interpersonnelle', 'lien', 'interpersonnel', 'relation_à_long_terme', 'liens_de_parenté', 'contact_humain', 'groupes_humains', 'relation_sociale', 'relation', 'relation_humaine', 'nièce', 'relations_humaines', 'interaction_humaine', 'liaison', 'famille', 'relation_personnelle', 'connexion', 'relations_interpersonnelles', 'abord', 'contacts_humains']
religious	religieux	Match	['religious', 'religieux_chrétien', 'clergyman', 'prélat_chrétien', 'dévot', 'prélat_catholique', 'religieuse', 'clerc', 'craignant_dieu', 'ecclésiastique', 'prêtre', 'religieux_catholique', 'croyant', 'religieux', 'pieux', 'religieuses']
residence	résidence	Match	['piaule', 'chambre_à_feu', 'presbytère', 'résidence_fiscale', 'résident', 'habitant', 'logement', 'séjour', 'foyer', 'citoyen', 'chez_moi', 'résidence', 'logements', 'lieux_dhabitation', 'immeuble', 'demeures', 'habitante', 'habitation', 'habitants', 'résidence_privée', 'resident', 'chezsoi', 'maison', 'manoir', 'maison_bourgeoise', 'residencia', 'domicile', 'mai', 'maison_de_maître', 'hall', 'maison_dhabitation', 'abitation', 'lieu_dhabitation', 'house', 'habite', 'siège_social', 'relogement', 'demeure']
road	route	Match	['the_road', 'voies_de_communications', 'chaussées', 'la_route', 'route', 'mouvement_civique_action_démocratique', 'axe_routier', 'route_terrestre', 'match_sur_la_route', 'routier', 'construction_de_routes', 'chemin', 'road', 'voie', 'route_royale', 'match_à_lextérieur', 'trajet', 'new', 'route_cantonale', 'voies_de_communication']
sad	triste	Match	['chagrin', 'déplorable', 'sād', 'depression_saisonniere', 'ṣād', 'ﺺ', 'dépression_saisonnière', 'la_dépression_saisonnière', 'dépression_hivernale', 'sad', 'morne', 'ص', 'tsade', 'chagriné', 'triste', 'pauvre', 'special_activities_division', 'tristes', 'ﺻ', 'peiné', 'attristé', 'troubles_affectifs_saisonniers', 'lost_dogs', 'affligé', 'tristesse', 'malheur', 'lamentable', 'sadhe', 'trouble_affectif_saisonnier', 'ﺹ', 'utilisateurvictoria_riouxbrouillon', 'sérieux', 'ﺼ']
science	science	Match	['habileté', 'connaissance', 'revue_science', 'doctrine_scientifique', 'savoirfaire', 'sciences', 'science_empirique', 'talent', 'journal_science', 'capacité', 'épistémê', 'science_de_lesprit', 'disco_inferno', 'épistémé', 'scientifique', 'discovery_science', 'science_channel', 'adresse', 'discipline_scientifique', 'pensée_scientifique', 'science_officielle', 'science']
seafood	légumes	Not found	[]
sell	vendre	Match	['christian_sell', 'commerciale', 'commercial', 'vendre', 'écouler', 'vends', 'trahir', 'vente', 'commerce_maritime', 'livrer_traïr', 'affaires', 'échanger', 'commercer', 'achat', 'commerce', 'brader', 'échange', 'commerce_intérieur', 'négoce', 'syndicat_des_editeurs_de_logiciels_de_loisirs', 'commercialiser', 'liste_des_termes_de_catch', 'opérer', 'commercialise', 'commerciales', 'syndicat_des_éditeurs_de_logiciels_de_loisirs', 'revendre', 'trafic', 'distribuer', 'sell']
sew	tricoter	Incorrect	['stitchery', 'tailleur', 'petitemain', 'couture', 'cousu', 'couturier', 'confection', 'point', 'coudre', 'search_engine_watch']
sexy	sexy	Match	['les_jumo', 'sexy', 'elephunk', 'aphrodisiaque']
shape	aplati	Incorrect	['influer', 'régler', '424', 'corps_humains', 'ogeima', 'châssis', 'le_corps_humain', 'réguler', 'quadrillage', 'anatomie', 'contenir', 'influencer', '442', 'physiologie_humaine', 'grand_quartier_général_des_puissances_alliées_en_europe', 'pigmentation_de_la_peau', 'primitives', 'forme_géométrique', 'déterminer', 'corps_physique', 'keima', 'kosumi', 'saceur', 'réglementer', 'élaboration', 'tactique', 'modèle', 'couleur_de_la_peau', 'décider', '343', 'commandement_allié_opérations', 'formes_du_go', 'formation_wm', 'carrure', 'corps', 'condition', 'supreme_headquarters_allied_powers_europe', 'kogeima', 'forme', 'commandement_supérieur_des_forces_alliées_en_europe', 'commandant_suprême_des_forces_alliées_en_europe', 'bod', 'organismes_humains', 'mourvèdre', 'configuration', '451', 'physique', 'primitive', '433', '352', 'corps_de_matériau', 'shape', 'forme_musicale', 'dispositifs_tactiques_en_football', 'anatomie_humaine', 'soma', 'cadre', 'couleur_de_la_peau_humaine', 'corps_humain', 'façonner', 'définition', 'chair', 'incarnation', 'ponnuki', 'allied_command_europe', 'former', 'organisme_humain', 'corp_humain', 'supreme_headquarters_allied_powers_in_europe']
ship	navire	Match	['ship', 'slam_pong', 'transporter', 'bièrepong_avec_raquettes', 'nef', 'inpp5d', 'envoyer', 'expédier', 'navire', 'bateau', 'beer_pong', 'beer_pong_with_paddles', 'vaisseau', 'navires', 'unité', 'embarquer']
show	show	Match	['jeu', 'montrent', 'la_morsure', 'gambling', 'jeu_dargent', 'prouver', 'offrir', 'indiquer', 'show_luo', 'représenter', 'illustrer', 'foire_du_comté', 'show', 'montrer', 'produire', 'foires_de_comté', 'attester', 'exposer', 'valider', 'concours', 'démonstration', 'apparaître', 'montre', 'représentation', 'morsure', 'the_show', 'témoigner', 'afficher', 'preuve', 'exprimer', 'jeux_dargent', 'alan_luo', 'désigner', 'démontrer', 'salon', 'jeu_de_hasard_à_enjeu', 'confirmer', 'spectacle', 'montrer_monstrer_mostrer_monstrer', 'joueurs', 'établir', 'présenter', 'pari', 'rendre', 'the_giraffes_show_072509', 'paris']
sign	signe	Match	['no_regret_life', 'caractère', 'signe', 'signature', 'point', 'électropositivité', 'semiotique', 'électropositif', 'sign', 'preindication', 'enrôler', 'règle_des_signes', 'domification', 'souscrire', 'symptôme', 'auspices', 'sanctionner', 'signalétique', 'signe_clinique', 'signifié_et_signifiant', 'sémioticien', 'graphème', 'les_signes_astrologiques', 'enseigne', 'signaler', 'positivité', 'bénir', 'sémiotique', 'signer', 'pancarte', 'marquer', 'signes_linguistiques', 'électronégativité', 'signes_cliniques', 'gestuel', 'preuve', 'contracter', 'signifiant_et_signifié', 'mansion', 'signe_du_zodiaque', 'témoignage', 'contrat', 'maisons', 'electronégativité', 'présage', 'polarité', 'signe_linguistique', 'signifiant', 'foretoken', 'électronégatives', 'brown_eyed_girls', 'signe_zodiacal', 'grapheme', 'symbole_graphique', 'lettre', 'nombre_positif', 'abonner', 'électronégatif', 'immeuble', 'signalisation', 'ratifier', 'signe_astral', 'auspice', 'signe_astro', 'panneau_de_signalisation', 'embaucher', 'signe_astrologique', 'infirmer', 'signe_détoile', 'signes_du_zodiaque', 'signe_de_zodiaque', 'graphèmes', 'signez', 'affichage_commercial', 'electronegativite', 'symbole', 'sémiologie', 'signé', 'manoir', 'maison', 'fléchage', 'signal', 'planétaire_maison', 'engager', 'panneau', 'auspicia', 'signifié', 'signe_médical', 'augure']
silly	stupide	Match	['fou', 'sot', 'aberration', 'bébête', 'ridicule', 'abruti', 'silly', 'déraisonnable', 'idiote', 'bête', 'pathétique', 'absurde', 'opzullik', 'idiot', 'fada', 'absurdité', 'délirant', 'hokum', 'nonsense', 'stupide', 'insensé', 'imbécile', 'crétin', 'bêta', 'absurdes', 'bétasse', 'nonsens', 'bêtise', 'aberrant', 'drôle', 'bête_stupide', 'non_sens', 'obtus']
sin	sin	Match	['ceylanaise', 'rikku', 'srilankaise', 'peccamineux', 'singhalaise', 'langue_cinghalaise', 'sin', 'sister_sin', 'aéroport_changi', 'kimari', 'changi', 'sinusoïdale', 'péché_social', 'aéroport_de_singapourchangi', 'aéroport_de_changi', 'morale_chrétienne', 'ceylanais', 'péché_immortel', 'saison_8_de_new_york_unité_spéciale', 'sîn', 'wcw_sin', 'polr3e', 'personnages_de_final_fantasy_x_et_x2', 'සිංහල', 'péché', 'si', 'sīn', 'sinhala', 'ﺲ', 'le_péché', 'aéroport_international_de_changi', 'pécher', 'courbe_sinusoïdale', 'pêché', 'šîn', 'aéroport_international_de_singapour', 'singalais', 'ﺱ', 'س', 'cinghalaise', 'aéroport_international_changi', 'changi_airport', 'entrer_sans_permission', 'aéroport_de_singapour', 'aéroport_changi_de_singapour', 'cinghalais', 'saison_8_de_new_york__unité_spéciale', 'ࠔ', 'péché_dans_le_christianisme', 'rémission_des_péchés', 'nanna', 'ש', '𐤔', 'royaume_du_sine', '𒂗𒍪', 'singapore_changi_airport', 'aéroport_de_singapour_changi', 'peccavi', 'ﺴ', 'sinhalais', 'shin', 'pécheurs', 'srilankais', 'shuyin', 'aeroport_international_de_singapour', 'ܫ', 'ﺳ', 'singalaise', 'sinus', 'singhalais', 'cingalaise', 'tidus', 'cingalais', 'pécheur', 'péchés', 'servicio_de_inteligencia_nacional', 'fonction_sinus', 'enfer', 'šīn', 'efs', 'transgresser']
skin	peau	Match	['day_for_night', 'plugins', 'la_peau', 'éplucher', 'parenté_aborigène_australienne', 'écorce', 'modules_dextension', 'skinnable', 'clinique_psychiatrique', 'circuit_imprime', 'écorcher', 'module_dextension', 'carton', 'plan_dalimentation', 'almost_human', 'ray_of_light', 'zeste', 'apparence', 'plugiciel', 'carte_électronique', 'circuits_imprimés', 'asile', 'deborah_dyer', 'skin', 'carte', 'addon', 'circuit', 'the_world_of_skin', 'cutanée', 'cartes_de_circuits_imprimés', 'blender', 'administration', 'épiderme', 'pelure', 'considération', 'saison_1_de_supernatural', 'institution', 'rockland_records', 'peler', 'souscutané', 'cutis', 'compte', 'tibia', 'addin', 'cuir', 'carte_de_circuit_imprimé', 'grimper', 'décortiquer', 'rkelly', 'tissu_cutané', 'habillage', 'directoire', 'module_externe', 'peau', 'maison_de_santé', 'greffon', 'cellules_de_la_peau', 'carte_de_circuit', 'hôpital_psychiatrique', 'cartes_électroniques', 'tégument', 'épluchure', 'asile_daliénés', 'r_kelly', 'fourrure', 'hôpitaux_psychiatriques', 'établissement_psychiatrique', 'robert_sylvester_kelly', 'plugin', 'circuit_imprimé', 'aboyer']
smart	smart	Match	['selfmonitoring_analysis_and_reporting_technology', 'smart', 'intellect', 'irrespectueux', 'futé', 'objectifs_et_indicateurs_smart', 'impudent', 'fissa', 'intellectuelle', 'impertinent', 'intelligence', 'insolent', 'intelligent_brillant', 'picotement', 'épinette', 'épicéa', 'intelligentes', 'malin', 'capacité_mentale', 'renseignements', 'liste_des_termes_de_catch', 'intelligent', 'intelligente', 'chic', 'spin_up_time', 'faire_mal', 'frais', 'swatchmobile', 'simple_modular_architecture_research_tool', 'swatchvolkswagen']
smiling	souriant	Match	['sourire_en_coin', 'souriant', 'theresa_fu', 'sourire', 'souriante', 'the_beta_band']
solution	solution	Match	['résolution_déquations', 'origine', 'solutions', 'dépannage', 'solutés', 'réponse', 'trouver_des_solutions_à_un_problème', 'résolution_des_problèmes', 'résultat', 'résolution_de_problème', 'racine', 'résolution_problèmes', 'solution', 'résolution', 'resolution', 'résolution_de_problèmes', 'resolution_de_probleme']
soul	soul	Match	['homme', 'quelquun', 'de_anima', 'quelqu’un', 'de_l’âme', 'soulrock', 'popsoul', 'soulcalibur', 'ame', 'mrmr', 'msqljdbc', 'soulful', 'âme_immortelle', 'musique_soul', 'personne', 'mortel', 'individu', 'individuel', 'soul', 'soul_edge', 'soulfulness', 'hebp2', 'âmes', 'âme', 'de_lame', 'humain', 'soul_music', 'aiúa', 'immortalité_de_l’âme', 'immortalité_de_lâme', 'soul_rock', 'être_humain', 'âme_sensitive', 'de_lâme', 'individus', 'mortelle', 'psychisme', 'soul_calibur', 'individualité', 'psyché']
sound	sonore	Match	['détroit', 'sonder', 'légal', 'lourd', 'bon', 'passe_maritime', 'sage', 'bras_de_mer', 'profond', 'phone', 'sonore', 'onde_sonore', 'vocaliser', 'sensation_auditive', 'téléphone', 'voix', 'fréquence', 'sound', 'phonème', 'faire', 'tecnocumbia', 'partie_son', 'sonner', 'propagation_du_son', 'solide', 'detroit', 'signal_sonore', 'onde_acoustique', 'intelligent', 'ondes_sonores', 'complet', 'ondes_acoustiques', 'son', 'sons_de_la_parole', 'comprendre', 'son_discours', 'sons', 'sain']
spoke	parlait	Not found	[]
star	étoiles	Match	['astre', 'star_magazine', 'polygone_étoilé', 'star_de_cinéma', 'stars_de_cinéma', 'air_tv', 'reseau_en_etoile', 'star_tv', 'génie', 'fameux', 'peoples', 'gucy2c', 'targz', 'maven', 'graphe_étoile', 'sifflement', 'discographie_de_daughtry', 'vedettariat', 'plomb', 'hôtel_cinq_étoiles', 'effet_superstar', 'personnages_publics', 'liste_détoiles_hypothétiques', 'champion', 'popularité', 'matrice_bcg', 'projet_star', 'tête_daffiche', 'personnalité_médiatique', 'tarbomb', 'estelle_swaray', 'sensation', 'étoile_à_quatre_branche_noire', 'crack', 'polygone_régulier_étoilé', 'mulet', 'qixing', '★', 'topologie_en_étoile', 'xerox_8010_information_system', 'studentteacher_achievement_ratio', 'réseau_en_étoile', 'fougor', 'expert', '☆', 'superstar', 'xing', 'gnu_tar', 'milky', 'star', 'popstar', 'xerox_star', 'noyau', '✦', 'étoiles', 'célébrité', 'estelle', 'tarball', 'archive', 'spécialiste', 'étoile_hypothétique', 'personnalité_de_la_télévision', 'star_india', 'rhema_broadcasting_group', 'virtuose', 'objet_stellaire', 'soul_love', 'the_star', 'mettant_en_vedette', 'air', 'classification_des_hôtels_de_tourisme_en_france', 'people', 'célèbre', 'the_rise_and_fall_of_ziggy_stardust_and_the_spiders_from_mars', 'létoile_de_noël', 'actrice_principale', 'la_star_de_cinéma', 'la_star', 'the_rise__fall_of_ziggy_stardust_and_the_spiders_from_mars', 'étoile', 'mavin', 'personnage_public', 'ilean_almaguer', 'rôle_principal', 'acteur_principal', 'etoiles', 'principal', 'swift_wind', 'polygone_étoile', 'as', 'sommité', 'étoiles_hypothétiques', 'connaisseur', 'hub_and_spoke', 'célébrités', 'vedette', 'adepte', 'u2726', '✩', 'personne_célèbre', 'star_37', 'etoile', 'astérisque', 'tar']
student	étudiante	Match	['william_gosset', 'personne_savante', 'létudiant', 'éduqué', 'christ_church', 'libraire', 'année', 'the_student', 'el_estudiante', 'pupille', 'bookman', 'étudiante', 'érudit', 'librairies', 'christchurch_college', 'libraires', 'savant', 'student', 'le_disciple', 'librairie', 'étudiants', 'etudiant', 'etudiants', 'élève', 'christ_church_college', 'étudiant', 'william_sealy_gosset']
stupid	stupide	Match	['couillon', 'andouille', 'sot', 'âne', 'lourdaud', 'bébête', 'abruti', 'con', 'cancre', 'buse', 'balourde', 'personne_stupide', 'idiote', 'flight_360_the_takeoff', 'bête', 'puddentête', 'tarte', 'bourrique', 'inintelligence', 'stupid', 'nullard', 'idiot', 'abasourdi', 'cataplasme', 'sottise', 'balourd', 'fada', 'nullarde', 'stupidité', 'ravensymoné', 'stupide', 'stupéfait', 'imbécile', 'lourdaude', 'crétin', 'benêt', 'nase', 'bêta', 'débile', 'bétasse', 'bêtise', 'bobet', 'pauvre_poisson', 'bête_stupide', 'tête_boudin', 'obtus']
successful	réussie	Match	['gagnant', 'réussie', 'successful', 'réussi']
sugar	sucre	Match	['galette', 'blé', 'sucres', 'hydrate_de_carbone', 'saccaride', 'glucides', 'pognon', 'sugar', 'boissons_sucrées', 'lissé', 'simflouz', 'glassheart', 'carbohydrate', 'sucrés', 'sucre_miel_et_piment', 'hydrates_de_carbone', 'flouze', 'pèze', 'dinero', 'clucides', 'thune', 'saccharide', 'chou', 'oseille', 'gelt', 'glucide_old', 'sucre_cristal', 'batman_forever', 'glucide', 'lucre', 'boisson_sucrée', 'shekels', 'morvé', 'fric', 'palourdes', 'sucre_en_cubes', 'morceau_de_sucre', 'chou_frisé', 'sucrer', 'gros_boulé', 'sucre', 'hydrocarbonate', 'sucre_raffiné', 'diholoside', 'sucré', 'sucre_brut', 'sucre_blanc', 'sucres_dans_le_vin', 'sucre_en_morceaux', 'saccharifier', 'grisbi', 'petit_boulé', 'batman_à_jamais', 'uga', 'commerce_du_sucre']
suspect	soupçonne	Found close match: ['soupçonner', 'soupçon']	['saison_2_de_smallville', 'défendeurs', 'prévoir', 'avec_méfiance', 'méfiant', 'se_méfier', 'sentir', 'accusé', 'accusation', 'inculpé', 'soupçon', 'suspects', 'suspicion', 'robert_crais', 'louche', 'smallville__saison_2', 'suspecte', 'le_suspect', 'défiance', 'supposer', 'suspecter', 'soupçonner', 'étrange', 'méfiance', 'suspect_dangereux', 'suspect', 'défendeur', 'destruction', 'suspectes', 'drôle', 'auteur']
table	table	Match	['élément_link', 'balise', 'retarder', 'mesas', 'iframe', 'repousser', 'reporter', 'remettre', 'ajourner', 'éléments_link', 'ensemble_de_tableaux', 'atermoyer', 'table_de_consultation', 'table_dharmonie', 'rechercher', 'tableau', 'table_d’harmonie', 'temporiser', 'différer', 'table_de_correspondance', 'proroger', 'plateau', 'recherche', 'suspendre', 'reculer', 'relation', 'feuille_de_données', 'surseoir', 'table', 'href', 'mesa', 'renvoyer', 'element_html', 'table_de_base_données', 'éléments_html', 'carte_son', 'tables', 'élément_html', 'postposer', 'fouille', 'balise_html', 'dépôt']
taste	goût	Match	['dégustation_de_vin', 'connaisseur_de_vins', 'sensation_de_goût', 'aromaticiens', 'exhausteur_goût', 'sapide', 'savourer', 'aromaticien(ne)s', 'essayer', 'arôme_naturel', 'arôme_artificiel', 'arôme_alimentaire', 'gustation', 'connaisseur_de_vin', 'perception_gustative', 'aromaticienne', 'agent_aromatisant', 'dégustation_à_laveugle', 'inclination', 'avantgoût', 'gout', 'dégustation_du_vin', 'aromaticien', 'œnologie', 'la_perception_du_goût', 'propension', 'gorgée', 'gouter', 'flaveur', 'tenter', 'arômatique', 'agents_de_saveur', 'essence', 'arômes_naturels', 'préférences', 'relish', 'taste', 'goût', 'arôme', 'arômatiques', 'preference', 'goûter', 'exhausteur_de_goût', 'modalité_gustative', 'saveur', 'oenologie', 'arômes', 'goût_de_base', 'agent_de_saveur', 'saveur_sucrée', 'sensation_gustative', 'préférence', 'arome', 'gustatives', 'nowhere', 'prédisposition', 'dégoûté', 'clairvoyance', 'sapidité', 'aromatique_alimentaire', 'robe', 'aromaticiennes', 'bouchée', 'penchant', 'bon_goût', 'degustation_du_vin', 'dégustation', 'dégustation_de_vins', 'aromatiser', 'prédilection', 'priser', 'disposition', 'pente', 'mauvais_goût', 'tendance', 'aromatiques']
team	équipe	Match	['groupe_de_rock', 'sports_déquipe', 'équipe', 'ensemble_instrumental', 'sport_collectif', 'cellule_de_travail', 'sport_co', 'équipe_de_sport', 'tant_solo', 'sports_collectifs', 'team', 'projet_solo', 'groupes_de_rock', 'attelage', 'faire_une_équipe', 'sport_déquipe', 'groupe_de_musique', 'escouade', 'groupe_pop', 'ensemble_musical', 'groupe', 'equipe']
texture	texture	Match	['carte_de_texture', 'orientation_préférentielle', 'macrotexture', 'texture_musicale', 'porphyroïde', 'texture', 'mappage_de_texture', 'grain', 'textures', 'sensation_en_bouche', 'fdo']
time	temps	Match	['timeless', 'fois', 'chronométrer', 'temps_précis', 'strftime', '1_e25_s_et_moins', 'ordre_de_grandeur_de_temps', 'les_naufrages_du_temps', 'temps_cosmologique', 'intervalle_de_temps', 'inception', 'y_not', 'temps_grammatical', 'temps_dhorloge', 'temps_t', '1_e14_s', 'doctor_who_space_and_time', 'rythme_de_valse', 'durée_demprisonnement', 'délai', '1_e7_s', 'ctime', 'picoseconde', 'horloge', 'cycle_d’horloge', 'historique_du_big_bang', 'dtime', '1_e20_s', 'wild', 'time', 'fetty_wap', '1_e9_s', 'équipe_cycliste_premier_sport_partners', 'moment_précis', '1_e23_s', '1_e15_s', 'time_i', 'time_asia', 'titan_mare_explorer', 'time_magazine', '1_e16_s', 'ordre_de_grandeur_temporel', '1_e10_s', 'le_temps_en_physique', '1_e5_s', 'mètre', 'souple', 'time_atlantic', 'quatrième_dimension', 'compteur', 'time_sport_international', 'tendu', 'weber_typefoundry', '68_temps', '1_e1_s', 'ordre_de_grandeur', 'anastacia', 'klinik', 'chronos', 'temps_simple', 'milburn', 'heure', 'signature_temps', 'équipe_cycliste_time', '1_e_8_s', 'zaman', 'art_official_age', '1_e13_s', '1_e21_s', 'mountain_khakisjittery_joes', 'présent', '1_e0_s', 'mountain_khakis', 'signature_de_mesure', 'temps_en_physique', 'période', 'signature_rythmique', 'cycle_dhorloge', 'scatmans_world', 'bulb', 'chronologie_de_lunivers', 'time_has_come_today', 'séquence_dévénements', 'cycles_dhorloge', 'polymeter', 'moment_donné', 'mètre_composé', 'les_naufragés_du_temps', 'phrase', 'xkcd_1190', '1_e8_s', 'peine', 'gnu_time', '1_e2_s', 'équipe_cycliste_mountain_khakis_epno', '1_e12_s', 'temps', 'smartstop', 'ampoule', 'durée', 'pulsation', 'space__time', '44', 'équipe_cycliste_smartstopmountain_khakis', 'unite_de_temps', 'signal_d’horloge', 'longtemps', 'jugement', '1_e17_s', '128', '1_e11_s', 'time_europe', 'space_et_time', 'impulsion_dhorloge', 'timecom', 'équipe_cycliste_mountain_khakisjittery_joes', 'in_my_own_words', 'mountain_khakis_epno', 'temps_personnel', 'ordres_de_grandeur_de_durée', '1_e18_s', 'peine_demprisonnement', 'équipe_cycliste_équipe_cycliste_mountain_khakis_fueled_by_jittery_joes', 'moment_spécifique', 'équipe_cycliste_smartstop', 'signature_temps_musical', 'moment', '1_e22_s', 'temps_composé', 'binaire', 'pose_b', '1_e24_s', 'temps_verbal', 'histoire_de_lunivers', 'temps_d’emprisonnement', 'the_time', 'tactus', 'horloge_système', 'timeh', 'hypnotica', 'time_protocol', 'équipe_cycliste_mountain_khakis_fueledjittery_joes', 'jungle', 'pacific_ocean_blue', 'signatures_de_temps', '1_e4_s', '44_temps', 'signal_dhorloge', 'temps_de_la_physique', 'smartstopmountain_khakis', 'équipe_cycliste_mountain_khakis', 'chronologie_de_lhistoire_de_lunivers', 'temporelle', '1_e19_s', 'chiffrage_de_mesure']
tool	outil	Match	['pierre', 'couillon', 'outil_développement', 'outil_logiciel', 'paf', 'outil_de_développement_logiciel', 'outils', 'outil', 'vit', 'outil_de_développement', 'ustensile', 'fantoche', 'outils_logiciels', 'outiller', 'tool', 'bitte', 'outillage', 'queue', 'instrument', 'teub', 'bite', 'marionnette', 'outil_de_programmation', 'pénis', 'p', 'outils_de_développement_logiciels', 'outil_de_jardinage', 'créature', 'pine', 'zob', 'être', 'peter']
toy	jouet	Match	['jeu', 'le_jouet', 'help_yourself', 'jouet_pour_chien', 'chatoyance', 'lanterner', 'représenter', 'voltiger', 'accessoire_sexuel', 'batifoler', 'sex_toy', 'jouets', 'violon', 'jouet_sexuel', 'folâtrer', 'vítor_andrade_gomes_da_costa', 'chatoiement', 'chien_toy', 'jouet', 'jouets_sexuels', 'chien_miniature', 'flirter', 'toy', 'samuser', 'sextoys', 'sex_toys', 'chatoyant', 'chien_jouet', 'jouer', 'sextoy', 'yello', 'toyline', 'présenter', 'johnson_and_friends', 'chien_en_peluche']
tree	arbre	Match	['arçon', 'nœud_parent', 'arborescence', 'théorème_de_kruskal_sur_les_arbres', 'arbre', 'tree', 'herbert_beerbohm_tree', 'sousarbre', 'charlotte_brontë', 'arbres', 'noeud_interne', 'bois', 'structure_de_données_arborescente', 'coin', 'commande_tree', 'reggae_intermédiaire', 'sapin', 'structure_arborescente', 'nœud_terminal', 'currer_bell', 'forêt', 'brousse', 'noeud_intérieur', 'arbre_sacré', 'arbre_enraciné', 'nœud_racine', 'sir_herbert_beerbohm_tree', 'forcer_à_se_réfugier_dans_un_arbre', 'théorème_de_kruskal_arbre', 'théorème_de_kruskal', 'charlotte_bronte', 'arbre_de_cayley']
trial	procès	Match	['troïka', 'tercet', 'affaire_civile', 'poursuite', 'liens_de_cause_à_effet', 'poursuite_judiciaire', 'triade', 'le_procès', 'expérience', '٣', 'el_regat', '௩', 'quadriel', 'action_en_justice', 'singulatif', 'volteretinha', 'seal_dribble', 'tribulation', '൩', '୩', 'nombre_grammatical', 'trial', 'milieux_récupérateurs', 'principe_causal', 'avant_le_procès', '੩', 'american_association_for_justice', '৩', 'numéro', 'causa', 'triolet', '໓', 'but_contre_son_propre_camp', 'iii', 'unedeux', 'aile_de_pigeon', 'tribulations', 'affaire_judiciaire', 'deuceace', 'proportion', 'glossaire_du_football', 'trio', 'causalité_naturelle', '೩', '፫', 'terzetto', 'appel_des_causes', 'causalité', 'test', 'complet', 'but_en_or', 'justiciables', '၃', 'principe_de_causalité', 'relation_de_causalité', 'poursuites_judiciaires', 'milieu_récupérateur', 'coup_du_scorpion', 'lexique_du_vocabulaire_du_football', 'milieu_recuperateur', 'jugé', 'causalite', 'examen', 'surface_de_réparation', 'affaire', 'paucal', 'galop_dessai', 'centrer', 'ensemble', 'nombre', 'un', '10', 'proces', 'système_cause', 'épreuve', 'papinade', 'procédure', 'pluriel_de_classe', 'expérience_aléatoire', 'ternaire', 'lexique_du_football', 'victoire_par_forfait', 'singulier', 'but_en_argent', 'vicecapitaine', 'trinité', 'ternion', 'jugement', 'coup_de_pied_arrêté', '३', 'procès_politique', 'procès', 'préalables_au_procès', 'tribunal_civil', '๓', '۳', 'goliath', '3', 'causaliste', '૩', 'essai', '౩', 'trois', 'bakayokade', 'causale', 'poule', 'affaire_pénale', 'droit_processuel', 'procédure_juridique', '༣', 'poursuivi', 'vice_de_procédure', 'trigone', 'triolisme', 'vaselina', 'mon_fils_est_innocent', 'accord_nombre', 'cas', 'cheptel', 'renard_des_surfaces', 'experience_aleatoire', 'cause', 'raison', 'triel']
tried	essayé	Match	['appel_des_causes', 'poursuite_judiciaire', 'proces', 'tenté', 'jugement', 'affaire_pénale', 'poursuites_judiciaires', 'procès_politique', 'procès', 'essayé', 'jugé', 'affaire_judiciaire']
typical	typique	Match	['particulier', 'représentatif', 'propre', 'typiques', 'typical', 'typique']
unaware	persuadé	Incorrect	['nétait', 'ignorant']
usable	utilisable	Match	['utilisabilite', 'opérationnel', 'utilisables', 'opérable', 'fonctionnel', 'disponible', 'convivialité', 'aptitude_à_lutilisation', 'facilité_dutilisation', 'utilisabilité', 'web_usability', 'utilisable', 'inutilisable', 'usabilité', 'facile_à_utiliser']
useless	inutile	Match	['inutilité', 'inutiles', 'inutile', 'accessoire', 'useless', 'inutilisable']
vacation	vacances	Not found	[]
war	guerre	Match	['binisaya', 'médaille_de_connerie_avec_palmes', 'horreurs_de_la_guerre', 'arès', '13_voices', 'lutte_armée', 'conflit', 'hap_and_leonard', 'conflit_armé', 'conflit_militaire', 'the_war', 'à_chacun_sa_guerre', 'voïna', 'se_faire_la_guerre', 'winaray', 'all_or_nothing', 'a_war', 'guerres', 'ares', 'krigen', 'faire_la_guerre', 'waray', 'rogue__lultime_affrontement', 'hostilités', 'rogue_lultime_affrontement', 'létat_de_guerre', 'conflits_armés', 'bataille', 'médaille_de_connerie_avec_palme', 'guerre_non_conventionnelle', 'victoires_audessus_de_remplacement', 'voyna', 'eric_burdon_and_war', 'war', 'waraywaray', 'langue_waraywaray', 'medaille_de_connerie_avec_palmes', 'guerre']
